Variant,Type,DirAcc,Sharpe,RMSE,MeanRet,RetStd
ensemble_only,baseline,0.5546875,1.2048048034299306,0.019365598426743135,0.001461455434091849,0.01925613652835602
ridge_fusion,ridge,0.5442708333333334,0.3587816419794989,0.01944452081442696,0.00043635043748697905,0.01930658551583445
manual_50_50,manual,0.5338541666666666,1.122208081086839,0.7006161431385555,0.0013617801919565394,0.019263442078022257
manual_40_60,manual,0.5260416666666666,0.8584768428816535,0.7150929817930466,0.0010428228831168916,0.019283339088938187
manual_70_30,manual,0.5234375,0.728038169627911,0.7563535142467905,0.0008847365956986163,0.01929123861085014
manual_80_20,manual,0.5182291666666666,0.9344279478441003,0.8208369445778625,0.0011347777740316654,0.019278146316181112
